workId,targetType,targetId,priorState,priorValue,finalState,finalValue,finalConfidence,decision,precedenceSource,confidenceBasis
work-ad2b80b81b7bc9b602a3,axis,characterArcWeight,known,4,known,4,0.88,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt + data/staging/catalog-expansion/pilots/pilot-001/reviews/theme-gap-pass-c-review.md,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-ad2b80b81b7bc9b602a3,axis,relationshipStructure,known,2,known,2,0.90,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt + data/staging/catalog-expansion/pilots/pilot-001/reviews/theme-gap-pass-c-review.md,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-ad2b80b81b7bc9b602a3,axis,comedy,unknown,,known,1,0.74,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt + data/staging/catalog-expansion/pilots/pilot-001/reviews/theme-gap-pass-c-review.md,Exact 0.74 was adjudicated claim-by-claim: one cautious bounded observation supports the low anchor and no broader claim; comedy=1 is traced to grok-current-chunk-01-followup-response.txt+theme-gap-pass-c-review.md.
work-ad2b80b81b7bc9b602a3,axis,darkness,known,0,known,0,0.82,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt + data/staging/catalog-expansion/pilots/pilot-001/reviews/theme-gap-pass-c-review.md,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-ad2b80b81b7bc9b602a3,axis,mentalStress,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt + data/staging/catalog-expansion/pilots/pilot-001/reviews/theme-gap-pass-c-review.md,Terminal review retained unknown; no numeric confidence is permitted.
work-ad2b80b81b7bc9b602a3,axis,romance,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt + data/staging/catalog-expansion/pilots/pilot-001/reviews/theme-gap-pass-c-review.md,Terminal review retained unknown; no numeric confidence is permitted.
work-ad2b80b81b7bc9b602a3,axis,emotionalWarmth,known,4,known,4,0.90,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt + data/staging/catalog-expansion/pilots/pilot-001/reviews/theme-gap-pass-c-review.md,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-ad2b80b81b7bc9b602a3,genre,genres,known,sliceOfLife,known,sliceOfLife,,retained,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt + data/staging/catalog-expansion/pilots/pilot-001/reviews/theme-gap-pass-c-review.md,Genre rows have no numeric-confidence field; the terminal review independently accepted the listed canonical enums.
work-ad2b80b81b7bc9b602a3,theme,school,missing,,known,1,0.88,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt + data/staging/catalog-expansion/pilots/pilot-001/reviews/theme-gap-pass-c-review.md,Exact 0.88 was adjudicated claim-by-claim: a complete official episode or several direct bounded units establish the claim; school=1 is traced to grok-current-chunk-01-followup-response.txt+theme-gap-pass-c-review.md.
work-b2c37bdb52e2a78dfd41,axis,progression,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-b2c37bdb52e2a78dfd41,axis,problemSolving,known,4,known,3,0.84,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Exact 0.84 was adjudicated claim-by-claim: repeated official entry evidence directly supports the selected anchor; problemSolving=3 is traced to grok-current-chunk-05-response.txt.
work-b2c37bdb52e2a78dfd41,axis,strategy,known,3,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; strategy=2 is traced to grok-current-chunk-05-response.txt.
work-b2c37bdb52e2a78dfd41,axis,pacing,unknown,,known,3,0.86,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Exact 0.86 was adjudicated claim-by-claim: multiple official entry units strongly establish the claim while remaining entry-bounded; pacing=3 is traced to grok-current-chunk-05-response.txt.
work-b2c37bdb52e2a78dfd41,axis,mysteryReveal,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-b2c37bdb52e2a78dfd41,axis,worldBuilding,known,4,known,4,0.90,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-b2c37bdb52e2a78dfd41,axis,characterArcWeight,known,3,known,3,0.76,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-b2c37bdb52e2a78dfd41,axis,relationshipStructure,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; relationshipStructure=2 is traced to grok-current-chunk-05-response.txt.
work-b2c37bdb52e2a78dfd41,axis,comedy,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; comedy=2 is traced to grok-current-chunk-05-response.txt.
work-b2c37bdb52e2a78dfd41,axis,darkness,known,3,known,4,0.90,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Exact 0.90 was adjudicated claim-by-claim: repeated direct entry evidence establishes the claimed core or extreme anchor; darkness=4 is traced to grok-current-chunk-05-response.txt.
work-b2c37bdb52e2a78dfd41,axis,mentalStress,known,3,known,3,0.84,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-b2c37bdb52e2a78dfd41,axis,romance,unknown,,known,0,0.84,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Exact 0.84 was adjudicated claim-by-claim: repeated official entry evidence directly supports the selected anchor; romance=0 is traced to grok-current-chunk-05-response.txt.
work-b2c37bdb52e2a78dfd41,axis,emotionalWarmth,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; emotionalWarmth=2 is traced to grok-current-chunk-05-response.txt.
work-b2c37bdb52e2a78dfd41,genre,genres,known,historical,known,historical,,retained,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Genre rows have no numeric-confidence field; the terminal review independently accepted the listed canonical enums.
work-b2c37bdb52e2a78dfd41,theme,war,known,1,known,1,0.74,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-b2c37bdb52e2a78dfd41,theme,politics,known,2,known,2,0.88,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-b2c37bdb52e2a78dfd41,theme,revenge,known,2,known,2,0.82,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-b2c37bdb52e2a78dfd41,theme,historicalReconstruction,known,2,known,2,0.90,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-b4b21d2ebe5b8efc84ea,axis,progression,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-b4b21d2ebe5b8efc84ea,axis,problemSolving,known,4,known,4,0.85,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-b4b21d2ebe5b8efc84ea,axis,strategy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-b4b21d2ebe5b8efc84ea,axis,pacing,unknown,,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; pacing=2 is traced to grok-current-chunk-02-followup-response.txt.
work-b4b21d2ebe5b8efc84ea,axis,mysteryReveal,unknown,,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; mysteryReveal=2 is traced to grok-current-chunk-02-followup-response.txt.
work-b4b21d2ebe5b8efc84ea,axis,worldBuilding,unknown,,known,2,0.84,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.84 was adjudicated claim-by-claim: repeated official entry evidence directly supports the selected anchor; worldBuilding=2 is traced to grok-current-chunk-02-followup-response.txt.
work-b4b21d2ebe5b8efc84ea,axis,characterArcWeight,known,4,known,4,0.85,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-b4b21d2ebe5b8efc84ea,axis,relationshipStructure,known,2,known,2,0.8,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-b4b21d2ebe5b8efc84ea,axis,comedy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-b4b21d2ebe5b8efc84ea,axis,darkness,unknown,,known,1,0.76,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.76 was adjudicated claim-by-claim: a subordinate or single bounded official observation supports the low/intermediate anchor; darkness=1 is traced to grok-current-chunk-02-followup-response.txt.
work-b4b21d2ebe5b8efc84ea,axis,mentalStress,known,2,known,2,0.65,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-b4b21d2ebe5b8efc84ea,axis,romance,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-b4b21d2ebe5b8efc84ea,axis,emotionalWarmth,known,4,known,4,0.85,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-b4b21d2ebe5b8efc84ea,genre,genres,known,sliceOfLife,known,sliceOfLife,,retained,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Genre rows have no numeric-confidence field; the terminal review independently accepted the listed canonical enums.
work-b4b21d2ebe5b8efc84ea,theme,workplace,known,2,known,2,0.95,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-c4abbc1b44fa5706bce3,axis,progression,unknown,,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; progression=2 is traced to grok-current-chunk-02-followup-response.txt.
work-c4abbc1b44fa5706bce3,axis,problemSolving,unknown,,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; problemSolving=2 is traced to grok-current-chunk-02-followup-response.txt.
work-c4abbc1b44fa5706bce3,axis,strategy,unknown,,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; strategy=2 is traced to grok-current-chunk-02-followup-response.txt.
work-c4abbc1b44fa5706bce3,axis,pacing,unknown,,known,3,0.84,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.84 was adjudicated claim-by-claim: repeated official entry evidence directly supports the selected anchor; pacing=3 is traced to grok-current-chunk-02-followup-response.txt.
work-c4abbc1b44fa5706bce3,axis,mysteryReveal,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-c4abbc1b44fa5706bce3,axis,worldBuilding,unknown,,known,3,0.86,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.86 was adjudicated claim-by-claim: multiple official entry units strongly establish the claim while remaining entry-bounded; worldBuilding=3 is traced to grok-current-chunk-02-followup-response.txt.
work-c4abbc1b44fa5706bce3,axis,characterArcWeight,known,4,known,4,0.85,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-c4abbc1b44fa5706bce3,axis,relationshipStructure,known,2,known,2,0.8,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-c4abbc1b44fa5706bce3,axis,comedy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-c4abbc1b44fa5706bce3,axis,darkness,known,2,known,2,0.75,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-c4abbc1b44fa5706bce3,axis,mentalStress,unknown,,known,3,0.84,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.84 was adjudicated claim-by-claim: repeated official entry evidence directly supports the selected anchor; mentalStress=3 is traced to grok-current-chunk-02-followup-response.txt.
work-c4abbc1b44fa5706bce3,axis,romance,known,4,known,4,0.85,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-c4abbc1b44fa5706bce3,axis,emotionalWarmth,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-c4abbc1b44fa5706bce3,genre,genres,known,historical;romance,known,historical;romance,,retained,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Genre rows have no numeric-confidence field; the terminal review independently accepted the listed canonical enums.
work-c4abbc1b44fa5706bce3,theme,combat,known,1,known,1,0.75,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-c4abbc1b44fa5706bce3,theme,politics,known,1,known,1,0.7,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-c4abbc1b44fa5706bce3,theme,revenge,known,1,known,1,0.8,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-cdf549d4b1888153e146,axis,progression,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-cdf549d4b1888153e146,axis,problemSolving,unknown,,known,2,0.84,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.84 was adjudicated claim-by-claim: repeated official entry evidence directly supports the selected anchor; problemSolving=2 is traced to grok-current-chunk-04-response.txt.
work-cdf549d4b1888153e146,axis,strategy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-cdf549d4b1888153e146,axis,pacing,known,4,known,4,0.85,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-cdf549d4b1888153e146,axis,mysteryReveal,known,2,known,2,0.75,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-cdf549d4b1888153e146,axis,worldBuilding,known,2,known,2,0.8,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-cdf549d4b1888153e146,axis,characterArcWeight,known,2,known,2,0.75,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-cdf549d4b1888153e146,axis,relationshipStructure,known,2,known,2,0.85,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-cdf549d4b1888153e146,axis,comedy,known,4,known,4,0.85,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-cdf549d4b1888153e146,axis,darkness,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; darkness=2 is traced to grok-current-chunk-04-response.txt.
work-cdf549d4b1888153e146,axis,mentalStress,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-cdf549d4b1888153e146,axis,romance,known,2,known,2,0.8,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-cdf549d4b1888153e146,axis,emotionalWarmth,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-cdf549d4b1888153e146,genre,genres,known,action;fantasy;horror;romance,known,action;fantasy;horror;romance,,retained,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Genre rows have no numeric-confidence field; the terminal review independently accepted the listed canonical enums.
work-cdf549d4b1888153e146,theme,combat,known,2,known,2,0.9,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-d489f5a2229689aa5115,axis,progression,unknown,,known,0,0.84,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.84 was adjudicated claim-by-claim: repeated official entry evidence directly supports the selected anchor; progression=0 is traced to grok-current-chunk-04-response.txt.
work-d489f5a2229689aa5115,axis,problemSolving,unknown,,known,1,0.76,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.76 was adjudicated claim-by-claim: a subordinate or single bounded official observation supports the low/intermediate anchor; problemSolving=1 is traced to grok-current-chunk-04-response.txt.
work-d489f5a2229689aa5115,axis,strategy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-d489f5a2229689aa5115,axis,pacing,unknown,,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; pacing=2 is traced to grok-current-chunk-04-response.txt.
work-d489f5a2229689aa5115,axis,mysteryReveal,unknown,,known,1,0.76,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.76 was adjudicated claim-by-claim: a subordinate or single bounded official observation supports the low/intermediate anchor; mysteryReveal=1 is traced to grok-current-chunk-04-response.txt.
work-d489f5a2229689aa5115,axis,worldBuilding,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-d489f5a2229689aa5115,axis,characterArcWeight,known,2,known,2,0.7,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-d489f5a2229689aa5115,axis,relationshipStructure,known,4,known,4,0.85,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-d489f5a2229689aa5115,axis,comedy,known,4,known,4,0.95,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-d489f5a2229689aa5115,axis,darkness,unknown,,known,0,0.88,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.88 was adjudicated claim-by-claim: a complete official episode or several direct bounded units establish the claim; darkness=0 is traced to grok-current-chunk-04-response.txt.
work-d489f5a2229689aa5115,axis,mentalStress,unknown,,known,0,0.86,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.86 was adjudicated claim-by-claim: multiple official entry units strongly establish the claim while remaining entry-bounded; mentalStress=0 is traced to grok-current-chunk-04-response.txt.
work-d489f5a2229689aa5115,axis,romance,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-d489f5a2229689aa5115,axis,emotionalWarmth,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-d489f5a2229689aa5115,genre,genres,known,comedy;sliceOfLife,known,comedy;sliceOfLife,,retained,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Genre rows have no numeric-confidence field; the terminal review independently accepted the listed canonical enums.
work-d489f5a2229689aa5115,theme,school,known,2,known,2,0.95,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-d489f5a2229689aa5115,theme,workplace,known,2,known,2,0.9,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-d7e64b0b5479ca943edd,axis,progression,unknown,,known,0,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; progression=0 is traced to grok-current-chunk-03-response.txt.
work-d7e64b0b5479ca943edd,axis,problemSolving,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-d7e64b0b5479ca943edd,axis,strategy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-d7e64b0b5479ca943edd,axis,pacing,known,4,known,2,0.84,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Exact 0.84 was adjudicated claim-by-claim: repeated official entry evidence directly supports the selected anchor; pacing=2 is traced to grok-current-chunk-03-response.txt.
work-d7e64b0b5479ca943edd,axis,mysteryReveal,unknown,,known,0,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; mysteryReveal=0 is traced to grok-current-chunk-03-response.txt.
work-d7e64b0b5479ca943edd,axis,worldBuilding,unknown,,known,2,0.84,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Exact 0.84 was adjudicated claim-by-claim: repeated official entry evidence directly supports the selected anchor; worldBuilding=2 is traced to grok-current-chunk-03-response.txt.
