workId,axisId,state,value,confidence,confidenceDecision,evidenceFiles,editionOrScopeLimitation
work-07ff2a01ef593ce2f809,motionImpact,unknown,,,No numeric confidence: Judo fragments and school encounters omit a full continuous action start and endpoint; motion is unknown. The frozen state remains unknown; unknown is not value 0.,data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-04.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-04-group-03-response.txt,Six official first-chapter resource pages across three contexts; the judo fragments are not a complete motion packet
work-d489f5a2229689aa5115,artRealism,known,4,0.93,"0.93 claim-level confidence: Local and Gemini agree that observational adult and student anatomy, faces, furnishings, and perspective reach realism 4. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-04.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-04-group-03-response.txt,Six official first-episode pages across three static school contexts; no action packet
work-d489f5a2229689aa5115,artDensity,known,3,0.90,"0.90 claim-level confidence: Both reviewers agree that staffroom and classroom objects and line information sustain density 3. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-04.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-04-group-03-response.txt,Six official first-episode pages across three static school contexts; no action packet
work-d489f5a2229689aa5115,visualSoftness,known,1,0.90,"0.90 claim-level confidence: Both reviewers agree that dry angular contours and austere contrast place softness at 1 rather than neutral 2. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-04.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-04-group-03-response.txt,Six official first-episode pages across three static school contexts; no action packet
work-d489f5a2229689aa5115,motionImpact,unknown,,,No numeric confidence: Office and classroom dialogue contains no bounded dynamic physical action; motion is unknown. The frozen state remains unknown; unknown is not value 0.,data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-04.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-04-group-03-response.txt,Six official first-episode pages across three static school contexts; no action packet
work-cdf549d4b1888153e146,artRealism,known,2,0.91,"0.91 claim-level confidence: Local and Gemini agree that conventional modern shonen faces over proportionate bodies and observed spaces fit realism 2. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-04.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-dandadan-papa-ooku-response.txt,Six official first-episode pages across three pre-action contexts; later supernatural combat was not sampled
work-cdf549d4b1888153e146,artDensity,known,3,0.89,"0.89 claim-level confidence: Both reviewers agree that heavy blacks, architecture, rubble, tone, and expressive panels sustain density 3. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-04.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-dandadan-papa-ooku-response.txt,Six official first-episode pages across three pre-action contexts; later supernatural combat was not sampled
work-cdf549d4b1888153e146,visualSoftness,known,1,0.90,"0.90 claim-level confidence: Both reviewers agree that sharp angular contours and hard contrast place softness at 1. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-04.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-dandadan-papa-ooku-response.txt,Six official first-episode pages across three pre-action contexts; later supernatural combat was not sampled
work-cdf549d4b1888153e146,motionImpact,unknown,,,"No numeric confidence: Classroom isolation, argument, gestures, and phone conversation do not provide a bounded combat sequence; motion is unknown. The frozen state remains unknown; unknown is not value 0.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-04.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-dandadan-papa-ooku-response.txt,Six official first-episode pages across three pre-action contexts; later supernatural combat was not sampled
work-e049c9aaf92ba31da8b0,artRealism,known,1,0.81,"0.81 claim-level confidence: Pass C retained 1 against a later Gemini 2 because oversized eyes, rounded simplification, mascot and chibi reactions recur despite proportionate bodies and credible environments. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-other-audit.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-final-remaining-response.txt;data/staging/catalog-expansion/pilots/pilot-001/reviews/art-pass-c-adjudication.md,Six official volume-1 entry pages; realism had a model conflict and remains an intermediate claim rather than an extreme anchor
work-e049c9aaf92ba31da8b0,artDensity,known,2,0.88,"0.88 claim-level confidence: Local and independent Gemini evidence agree that port, bookshop, classroom detail, panels, and open space balance at density 2. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-other-audit.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-final-remaining-response.txt;data/staging/catalog-expansion/pilots/pilot-001/reviews/art-pass-c-adjudication.md,Six official volume-1 entry pages; realism had a model conflict and remains an intermediate claim rather than an extreme anchor
work-e049c9aaf92ba31da8b0,visualSoftness,known,3,0.87,"0.87 claim-level confidence: Local and independent Gemini evidence agree that rounded hair and faces, gentle contours, and smooth tone lean soft at 3. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-other-audit.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-final-remaining-response.txt;data/staging/catalog-expansion/pilots/pilot-001/reviews/art-pass-c-adjudication.md,Six official volume-1 entry pages; realism had a model conflict and remains an intermediate claim rather than an extreme anchor
work-e049c9aaf92ba31da8b0,motionImpact,unknown,,,"No numeric confidence: Dialogue, walking, reading, and faculty interaction contain no exact continuous physical action; motion is unknown. The frozen state remains unknown; unknown is not value 0.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-other-audit.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-final-remaining-response.txt;data/staging/catalog-expansion/pilots/pilot-001/reviews/art-pass-c-adjudication.md,Six official volume-1 entry pages; realism had a model conflict and remains an intermediate claim rather than an extreme anchor
work-07dc759bd91e1cffb2df,artRealism,known,2,0.90,"0.90 claim-level confidence: Local and Gemini agree that ordinary manga faces over consistent bodies and everyday rooms fit realism 2. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-01-response.txt,Six official first-episode pages across three early contexts; later visual and motion changes are outside scope
work-07dc759bd91e1cffb2df,artDensity,known,2,0.89,"0.89 claim-level confidence: Both reviewers agree that office, clinic, housing, panels, and white space balance at density 2. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-01-response.txt,Six official first-episode pages across three early contexts; later visual and motion changes are outside scope
work-07dc759bd91e1cffb2df,visualSoftness,known,3,0.89,"0.89 claim-level confidence: Both reviewers agree that rounded faces, fine lines, and gentle tone lean soft at 3. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-01-response.txt,Six official first-episode pages across three early contexts; later visual and motion changes are outside scope
work-07dc759bd91e1cffb2df,motionImpact,unknown,,,"No numeric confidence: Work, consultation, stairs, and domestic dialogue do not form a bounded action sequence; motion is unknown. The frozen state remains unknown; unknown is not value 0.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-01-response.txt,Six official first-episode pages across three early contexts; later visual and motion changes are outside scope
work-3588928ab8f6a2520923,artRealism,known,3,0.90,"0.90 claim-level confidence: Local and Gemini agree that observed aging, posture, bodies, kitchen, and theater space lean realistic while faces remain stylized at 3. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-01-response.txt,Six official volume-1 trial pages across three contexts; later filmmaking scenes are outside scope
work-3588928ab8f6a2520923,artDensity,known,3,0.89,"0.89 claim-level confidence: Both reviews agree that sea, kitchen, cinema light, texture, and tone sustain density 3. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-01-response.txt,Six official volume-1 trial pages across three contexts; later filmmaking scenes are outside scope
work-3588928ab8f6a2520923,visualSoftness,known,3,0.89,"0.89 claim-level confidence: Both reviews agree that expressive curves, hair, light gradients, and smooth tone lean soft at 3. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-01-response.txt,Six official volume-1 trial pages across three contexts; later filmmaking scenes are outside scope
work-3588928ab8f6a2520923,motionImpact,unknown,,,"No numeric confidence: Beach photography, cooking, viewing, and doorway conversation contain no bounded physical action sequence; motion is unknown. The frozen state remains unknown; unknown is not value 0.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-01-response.txt,Six official volume-1 trial pages across three contexts; later filmmaking scenes are outside scope
work-b2c37bdb52e2a78dfd41,artRealism,known,0,0.93,"0.93 claim-level confidence: Local and Gemini agree that intentionally simplified picture-book bodies and faces directly reach realism 0. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-01-response.txt,Six official first-episode pages across three historical contexts; later battle motion is not represented
work-b2c37bdb52e2a78dfd41,artDensity,known,3,0.90,"0.90 claim-level confidence: Both reviewers agree that historical patterns, diagrams, camp, masonry, and black fields sustain density 3. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-01-response.txt,Six official first-episode pages across three historical contexts; later battle motion is not represented
work-b2c37bdb52e2a78dfd41,visualSoftness,known,3,0.89,"0.89 claim-level confidence: Both reviews agree that rounded flowing contours and arabesque forms lean soft at 3. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-01-response.txt,Six official first-episode pages across three historical contexts; later battle motion is not represented
work-b2c37bdb52e2a78dfd41,motionImpact,unknown,,,No numeric confidence: Horseback exposition and quiet dialogue do not show one continuous bounded action sequence; motion is unknown. The frozen state remains unknown; unknown is not value 0.,data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-01-response.txt,Six official first-episode pages across three historical contexts; later battle motion is not represented
work-081e75d8bbc53ac64713,artRealism,known,2,0.91,"0.91 claim-level confidence: Local and Gemini agree that stylized child faces over accurate bodies, baseball mechanics, cars, and fields fit realism 2. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-02-response.txt,Six official first-episode pages across three contexts; motion confidence is bounded to one exact baseball pitch
work-081e75d8bbc53ac64713,artDensity,known,2,0.89,"0.89 claim-level confidence: Both reviewers agree that vehicles, fences, dugouts, figures, and open dialogue fields balance at density 2. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-02-response.txt,Six official first-episode pages across three contexts; motion confidence is bounded to one exact baseball pitch
work-081e75d8bbc53ac64713,visualSoftness,known,2,0.88,"0.88 claim-level confidence: Both reviews agree that soft child curves and crisp athletic lines balance at neutral softness 2. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-02-response.txt,Six official first-episode pages across three contexts; motion confidence is bounded to one exact baseball pitch
work-081e75d8bbc53ac64713,motionImpact,known,3,0.91,"0.91 claim-level confidence: Both reviewers identify exact page-area 30-31 windup, release, speed-lined pitch, mitt impact, follow-through, and recovery; the complete sequence strongly supports motion 3. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-02-response.txt,Six official first-episode pages across three contexts; motion confidence is bounded to one exact baseball pitch
work-7730845c9cf7ba0cccc8,artRealism,known,2,0.90,"0.90 claim-level confidence: Local and Gemini agree that expressive contemporary faces over proportionate adolescents and everyday props fit realism 2. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-02-response.txt,Six official first-episode pages across three everyday contexts; no sports or action pair
work-7730845c9cf7ba0cccc8,artDensity,known,2,0.89,"0.89 claim-level confidence: Both reviews agree that store, classroom, notes, rooms, panels, and open fields balance at density 2. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-02-response.txt,Six official first-episode pages across three everyday contexts; no sports or action pair
work-7730845c9cf7ba0cccc8,visualSoftness,known,2,0.88,"0.88 claim-level confidence: Both reviewers agree that rounded clean lines and standard hatching remain neutral at softness 2. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-02-response.txt,Six official first-episode pages across three everyday contexts; no sports or action pair
work-7730845c9cf7ba0cccc8,motionImpact,unknown,,,"No numeric confidence: Work, hallway, classroom, and notebook scenes do not provide a bounded dynamic action sequence; motion is unknown. The frozen state remains unknown; unknown is not value 0.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-02-response.txt,Six official first-episode pages across three everyday contexts; no sports or action pair
work-112589a161d1596ec97f,artRealism,known,1,0.82,"0.82 claim-level confidence: Pass C resolved Local 2 versus Gemini 1 at 1 because oversized eyes, simplified bodies, and repeated chibi deformation dominate while normal proportions keep it above 0. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-other-audit.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-pass-c-other-group-02-response.txt;data/staging/catalog-expansion/pilots/pilot-001/reviews/art-pass-c-adjudication.md,Six official volume-1 pages across three contexts; realism and density are independently resolved intermediate values
work-112589a161d1596ec97f,artDensity,known,1,0.82,"0.82 claim-level confidence: Pass C resolved 2 versus 1 at 1 because characters and tone carry most information while backgrounds remain repeatedly blank or minimal. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-other-audit.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-pass-c-other-group-02-response.txt;data/staging/catalog-expansion/pilots/pilot-001/reviews/art-pass-c-adjudication.md,Six official volume-1 pages across three contexts; realism and density are independently resolved intermediate values
work-112589a161d1596ec97f,visualSoftness,known,2,0.87,"0.87 claim-level confidence: Local and Gemini agree that soft curves and hair are countered by hard blacks and rough face shading at neutral softness 2. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-other-audit.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-pass-c-other-group-02-response.txt;data/staging/catalog-expansion/pilots/pilot-001/reviews/art-pass-c-adjudication.md,Six official volume-1 pages across three contexts; realism and density are independently resolved intermediate values
work-112589a161d1596ec97f,motionImpact,unknown,,,No numeric confidence: Dialogue and hallway confrontation contain no exact bounded physical action sequence; motion is unknown. The frozen state remains unknown; unknown is not value 0.,data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-other-audit.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-pass-c-other-group-02-response.txt;data/staging/catalog-expansion/pilots/pilot-001/reviews/art-pass-c-adjudication.md,Six official volume-1 pages across three contexts; realism and density are independently resolved intermediate values
work-268e1fa3599955359969,artRealism,known,1,0.91,"0.91 claim-level confidence: Local and Gemini agree that repeated simplified and comedy faces over recognizable school anatomy place realism at 1. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-03-response.txt,Six official pages from the first four-episode bundle across three school contexts; full performance motion is outside scope
work-268e1fa3599955359969,artDensity,known,2,0.89,"0.89 claim-level confidence: Both reviewers agree that classroom, hallway, panels, dialogue, and white space balance at density 2. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-03-response.txt,Six official pages from the first four-episode bundle across three school contexts; full performance motion is outside scope
work-268e1fa3599955359969,visualSoftness,known,3,0.89,"0.89 claim-level confidence: Both reviews agree that clean rounded lines and friendly faces lean soft at 3. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-03-response.txt,Six official pages from the first four-episode bundle across three school contexts; full performance motion is outside scope
work-268e1fa3599955359969,motionImpact,unknown,,,No numeric confidence: School conversation and recruitment pages contain no exact performance or action sequence; motion is unknown. The frozen state remains unknown; unknown is not value 0.,data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-03-response.txt,Six official pages from the first four-episode bundle across three school contexts; full performance motion is outside scope
work-192cbecc59e9c028142b,artRealism,known,3,0.90,"0.90 claim-level confidence: Local and Gemini agree that varied adult anatomy, facial planes, postures, and bookshop objects lean realistic at 3. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-03-response.txt,"Six decoded pages from the official free first-episode viewer across three shop contexts; signed CDN URLs are transient, while stable episode identity and hashes are preserved"
work-192cbecc59e9c028142b,artDensity,known,3,0.90,"0.90 claim-level confidence: Both reviewers agree that books, shelves, tools, hatching, watch and plant detail sustain density 3. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-03-response.txt,"Six decoded pages from the official free first-episode viewer across three shop contexts; signed CDN URLs are transient, while stable episode identity and hashes are preserved"
work-192cbecc59e9c028142b,visualSoftness,known,2,0.88,"0.88 claim-level confidence: Both reviews agree that firm contours and structured hatching balance clean lines at neutral softness 2. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-03-response.txt,"Six decoded pages from the official free first-episode viewer across three shop contexts; signed CDN URLs are transient, while stable episode identity and hashes are preserved"
work-192cbecc59e9c028142b,motionImpact,unknown,,,"No numeric confidence: Retail, sorting, packing, and appraisal do not provide a bounded dynamic action sequence; motion is unknown. The frozen state remains unknown; unknown is not value 0.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-chunk-05.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-chunk-05-group-03-response.txt,"Six decoded pages from the official free first-episode viewer across three shop contexts; signed CDN URLs are transient, while stable episode identity and hashes are preserved"
work-37ecced0b2392d7af9b2,artRealism,known,4,0.94,"0.94 claim-level confidence: Local and Gemini agree that natural adult anatomy, restrained faces, crowds, and architectural perspective reach realism 4. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-other-audit.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-pass-c-other-group-02-response.txt;data/staging/catalog-expansion/pilots/pilot-001/reviews/art-pass-c-adjudication.md,"Six official volume-1 pages across wedding, commute, and apartment contexts; no action pair"
work-37ecced0b2392d7af9b2,artDensity,known,4,0.84,"0.84 claim-level confidence: Pass C resolved Local 3 versus Gemini 4 at 4 because wedding crowds, commuters, rail and city infrastructure, screens, apartment clutter, and vending-machine detail recur in every context. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-other-audit.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-pass-c-other-group-02-response.txt;data/staging/catalog-expansion/pilots/pilot-001/reviews/art-pass-c-adjudication.md,"Six official volume-1 pages across wedding, commute, and apartment contexts; no action pair"
work-37ecced0b2392d7af9b2,visualSoftness,known,1,0.90,"0.90 claim-level confidence: Local and Gemini agree that firm gritty contours, stipple, and hard contrast place softness at 1. This is scoped evidence confidence, not a whole-series probability.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-other-audit.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-pass-c-other-group-02-response.txt;data/staging/catalog-expansion/pilots/pilot-001/reviews/art-pass-c-adjudication.md,"Six official volume-1 pages across wedding, commute, and apartment contexts; no action pair"
work-37ecced0b2392d7af9b2,motionImpact,unknown,,,"No numeric confidence: Dialogue, commuting, waking, and stairs contain no complete physical action sequence; motion is unknown. The frozen state remains unknown; unknown is not value 0.",data/staging/catalog-expansion/pilots/pilot-001/reviews/art-local-other-audit.md;data/staging/catalog-expansion/pilots/pilot-001/reviews/gemini-art-pass-c-other-group-02-response.txt;data/staging/catalog-expansion/pilots/pilot-001/reviews/art-pass-c-adjudication.md,"Six official volume-1 pages across wedding, commute, and apartment contexts; no action pair"
